base,center_sec,label,source
1705_20170827_174622_524.flac,27.0,neg,time_near
1705_20170827_174622_524.flac,29.0,neg,time_near
1705_20170827_174622_524.flac,31.0,neg,time_near
1705_20170827_174622_524.flac,33.0,neg,time_near
1705_20170827_174622_524.flac,35.0,neg,time_near
1705_20170827_174622_524.flac,37.0,neg,time_near
1705_20170827_174622_524.flac,39.0,neg,time_near
1705_20170827_174622_524.flac,41.0,neg,time_near
1705_20170827_174622_524.flac,43.0,neg,time_near
1705_20170827_174622_524.flac,45.0,neg,time_near
1705_20170827_174622_524.flac,47.0,neg,time_near
1705_20170827_174622_524.flac,49.0,neg,time_near
1705_20170827_174622_524.flac,51.0,neg,time_near
1705_20170827_174622_524.flac,53.0,neg,time_near
1705_20170827_174622_524.flac,55.0,neg,time_near
1705_20170827_174622_524.flac,57.0,neg,time_near
1705_20170827_174622_524.flac,59.0,neg,time_near
1705_20170827_180022_524.flac,5.0,pos,time_near
1705_20170827_180022_524.flac,7.0,pos,time_near
1705_20170827_180022_524.flac,9.0,pos,time_near
1705_20170827_180022_524.flac,11.0,pos,time_near
1705_20170827_180022_524.flac,13.0,pos,time_near
1705_20170827_180022_524.flac,15.0,pos,time_near
1705_20170827_180022_524.flac,17.0,pos,time_near
1705_20170827_180022_524.flac,19.0,pos,time_near
1705_20170827_180022_524.flac,21.0,pos,time_near
1705_20170827_180022_524.flac,23.0,pos,time_near
1705_20170827_180022_524.flac,25.0,pos,time_near
1705_20170827_180022_524.flac,27.0,pos,time_near
1705_20170827_180022_524.flac,29.0,pos,time_near
1705_20170827_180022_524.flac,31.0,pos,time_near
1705_20170827_180022_524.flac,33.0,pos,time_near
1705_20170827_180022_524.flac,35.0,pos,time_near
1705_20170827_180022_524.flac,37.0,pos,time_near
1705_20170827_180022_524.flac,39.0,pos,time_near
1705_20170827_180022_524.flac,41.0,pos,time_near
1705_20170827_180022_524.flac,43.0,pos,time_near
1705_20170827_180022_524.flac,45.0,pos,time_near
1705_20170827_180022_524.flac,47.0,pos,time_near
1705_20170827_180022_524.flac,49.0,pos,time_near
1705_20170827_180022_524.flac,51.0,pos,time_near
1705_20170827_180022_524.flac,53.0,pos,time_near
1705_20170827_180022_524.flac,55.0,pos,time_near
1705_20170827_180022_524.flac,57.0,pos,time_near
1705_20170827_180022_524.flac,59.0,pos,time_near
1705_20170827_180022_524.flac,5.0,nan,time_near
1705_20170827_180022_524.flac,7.0,nan,time_near
1705_20170827_180022_524.flac,9.0,nan,time_near
1705_20170827_180022_524.flac,11.0,nan,time_near
1705_20170827_180022_524.flac,13.0,nan,time_near
1705_20170827_180022_524.flac,15.0,nan,time_near
1705_20170827_180022_524.flac,17.0,nan,time_near
1705_20170827_180022_524.flac,19.0,nan,time_near
1705_20170827_180022_524.flac,21.0,nan,time_near
1705_20170827_180022_524.flac,23.0,nan,time_near
1705_20170827_180022_524.flac,25.0,nan,time_near
1705_20170827_180022_524.flac,27.0,nan,time_near
1705_20170827_180022_524.flac,29.0,nan,time_near
1705_20170827_180022_524.flac,31.0,nan,time_near
1705_20170827_180022_524.flac,33.0,nan,time_near
1705_20170827_180022_524.flac,35.0,nan,time_near
1705_20170827_180022_524.flac,37.0,nan,time_near
1705_20170827_180022_524.flac,39.0,nan,time_near
1705_20170827_180022_524.flac,41.0,nan,time_near
1705_20170827_180022_524.flac,43.0,nan,time_near
1705_20170827_180022_524.flac,45.0,nan,time_near
1705_20170827_180022_524.flac,47.0,nan,time_near
1705_20170827_180022_524.flac,49.0,nan,time_near
1705_20170827_180022_524.flac,51.0,nan,time_near
1705_20170827_180022_524.flac,53.0,nan,time_near
1705_20170827_180022_524.flac,55.0,nan,time_near
1705_20170827_180022_524.flac,57.0,nan,time_near
1705_20170827_180022_524.flac,59.0,nan,time_near
1705_20170827_180022_524.flac,5.0,neg,time_near
1705_20170827_180022_524.flac,7.0,neg,time_near
1705_20170827_180022_524.flac,9.0,neg,time_near
1705_20170827_180022_524.flac,11.0,neg,time_near
1705_20170827_180022_524.flac,13.0,neg,time_near
1705_20170827_180022_524.flac,15.0,neg,time_near
1705_20170827_180022_524.flac,17.0,neg,time_near
1705_20170827_180022_524.flac,19.0,neg,time_near
1705_20170827_180022_524.flac,21.0,neg,time_near
1705_20170827_180022_524.flac,23.0,neg,time_near
1705_20170827_180022_524.flac,25.0,neg,time_near
1705_20170827_180022_524.flac,27.0,neg,time_near
1705_20170827_180022_524.flac,29.0,neg,time_near
1705_20170827_180022_524.flac,31.0,neg,time_near
1705_20170827_180022_524.flac,33.0,neg,time_near
1705_20170827_180022_524.flac,35.0,neg,time_near
1705_20170827_180022_524.flac,37.0,neg,time_near
1705_20170827_180022_524.flac,39.0,neg,time_near
1705_20170827_180022_524.flac,41.0,neg,time_near
1705_20170827_180022_524.flac,43.0,neg,time_near
1705_20170827_180022_524.flac,45.0,neg,time_near
1705_20170827_180022_524.flac,47.0,neg,time_near
1705_20170827_180022_524.flac,49.0,neg,time_near
1705_20170827_180022_524.flac,51.0,neg,time_near
1705_20170827_180022_524.flac,53.0,neg,time_near
1705_20170827_180022_524.flac,55.0,neg,time_near
1705_20170827_180022_524.flac,57.0,neg,time_near
1705_20170827_180022_524.flac,59.0,neg,time_near
1705_20170827_181422_524.flac,5.0,nan,time_near
1705_20170827_181422_524.flac,7.0,nan,time_near
1705_20170827_181422_524.flac,9.0,nan,time_near
1705_20170827_181422_524.flac,11.0,nan,time_near
1705_20170827_181422_524.flac,13.0,nan,time_near
1705_20170827_181422_524.flac,15.0,nan,time_near
1705_20170827_181422_524.flac,17.0,nan,time_near
1705_20170827_181422_524.flac,19.0,nan,time_near
1705_20170827_181422_524.flac,21.0,nan,time_near
1705_20170827_181422_524.flac,23.0,nan,time_near
1705_20170827_181422_524.flac,25.0,nan,time_near
1705_20170827_181422_524.flac,27.0,nan,time_near
1705_20170827_181422_524.flac,29.0,nan,time_near
1705_20170827_181422_524.flac,31.0,nan,time_near
1705_20170827_181422_524.flac,33.0,nan,time_near
1705_20170827_181422_524.flac,35.0,nan,time_near
1705_20170827_181422_524.flac,37.0,nan,time_near
1705_20170827_181422_524.flac,39.0,nan,time_near
1705_20170827_181422_524.flac,41.0,nan,time_near
1705_20170827_181422_524.flac,43.0,nan,time_near
1705_20170827_181422_524.flac,45.0,nan,time_near
1705_20170827_181422_524.flac,47.0,nan,time_near
1705_20170827_181422_524.flac,49.0,nan,time_near
1705_20170827_181422_524.flac,51.0,nan,time_near
1705_20170827_181422_524.flac,53.0,nan,time_near
1705_20170827_181422_524.flac,55.0,nan,time_near
1705_20170827_181422_524.flac,57.0,nan,time_near
1705_20170827_181422_524.flac,59.0,nan,time_near
1705_20170827_181422_524.flac,5.0,neg,time_near
1705_20170827_181422_524.flac,7.0,neg,time_near
1705_20170827_181422_524.flac,9.0,neg,time_near
1705_20170827_181422_524.flac,11.0,neg,time_near
1705_20170827_181422_524.flac,13.0,neg,time_near
1705_20170827_181422_524.flac,15.0,neg,time_near
1705_20170827_181422_524.flac,17.0,neg,time_near
1705_20170827_181422_524.flac,19.0,neg,time_near
1705_20170827_181422_524.flac,21.0,neg,time_near
1705_20170827_181422_524.flac,23.0,neg,time_near
1705_20170827_181422_524.flac,25.0,neg,time_near
1705_20170827_181422_524.flac,27.0,neg,time_near
1705_20170827_181422_524.flac,29.0,neg,time_near
1705_20170827_181422_524.flac,31.0,neg,time_near
1705_20170827_181422_524.flac,33.0,neg,time_near
1705_20170827_181422_524.flac,35.0,neg,time_near
1705_20170827_181422_524.flac,37.0,neg,time_near
1705_20170827_181422_524.flac,39.0,neg,time_near
1705_20170827_181422_524.flac,41.0,neg,time_near
1705_20170827_181422_524.flac,43.0,neg,time_near
1705_20170827_181422_524.flac,45.0,neg,time_near
1705_20170827_181422_524.flac,47.0,neg,time_near
1705_20170827_181422_524.flac,49.0,neg,time_near
1705_20170827_181422_524.flac,51.0,neg,time_near
1705_20170827_181422_524.flac,53.0,neg,time_near
1705_20170827_181422_524.flac,55.0,neg,time_near
1705_20170827_181422_524.flac,57.0,neg,time_near
1705_20170827_181422_524.flac,59.0,neg,time_near
1705_20170827_191935_544.flac,5.0,nan,time_near
1705_20170827_191935_544.flac,7.0,nan,time_near
1705_20170827_191935_544.flac,9.0,nan,time_near
1705_20170827_191935_544.flac,11.0,nan,time_near
1705_20170827_191935_544.flac,13.0,nan,time_near
1705_20170827_191935_544.flac,15.0,nan,time_near
1705_20170827_191935_544.flac,17.0,nan,time_near
1705_20170827_191935_544.flac,19.0,nan,time_near
1705_20170827_191935_544.flac,21.0,nan,time_near
1705_20170827_191935_544.flac,23.0,nan,time_near
1705_20170827_191935_544.flac,25.0,nan,time_near
1705_20170827_191935_544.flac,27.0,nan,time_near
1705_20170827_191935_544.flac,29.0,nan,time_near
1705_20170827_191935_544.flac,31.0,nan,time_near
1705_20170827_191935_544.flac,33.0,nan,time_near
1705_20170827_191935_544.flac,35.0,nan,time_near
1705_20170827_191935_544.flac,37.0,nan,time_near
1705_20170827_191935_544.flac,39.0,nan,time_near
1705_20170827_191935_544.flac,41.0,nan,time_near
1705_20170827_191935_544.flac,43.0,nan,time_near
1705_20170827_191935_544.flac,45.0,nan,time_near
1705_20170827_191935_544.flac,47.0,nan,time_near
1705_20170827_191935_544.flac,49.0,nan,time_near
1705_20170827_191935_544.flac,51.0,nan,time_near
1705_20170827_191935_544.flac,53.0,nan,time_near
1705_20170827_191935_544.flac,55.0,nan,time_near
1705_20170827_191935_544.flac,57.0,nan,time_near
1705_20170827_191935_544.flac,59.0,nan,time_near
1705_20170827_191935_544.flac,5.0,neg,time_near
1705_20170827_191935_544.flac,7.0,neg,time_near
1705_20170827_191935_544.flac,9.0,neg,time_near
1705_20170827_191935_544.flac,11.0,neg,time_near
1705_20170827_191935_544.flac,13.0,neg,time_near
1705_20170827_191935_544.flac,15.0,neg,time_near
1705_20170827_191935_544.flac,17.0,neg,time_near
1705_20170827_191935_544.flac,19.0,neg,time_near
1705_20170827_191935_544.flac,21.0,neg,time_near
1705_20170827_191935_544.flac,23.0,neg,time_near
1705_20170827_191935_544.flac,25.0,neg,time_near
1705_20170827_191935_544.flac,27.0,neg,time_near
1705_20170827_191935_544.flac,29.0,neg,time_near
1705_20170827_191935_544.flac,31.0,neg,time_near
1705_20170827_191935_544.flac,33.0,neg,time_near
1705_20170827_191935_544.flac,35.0,neg,time_near
1705_20170827_191935_544.flac,37.0,neg,time_near
1705_20170827_191935_544.flac,39.0,neg,time_near
1705_20170827_191935_544.flac,41.0,neg,time_near
1705_20170827_191935_544.flac,43.0,neg,time_near
1705_20170827_191935_544.flac,45.0,neg,time_near
1705_20170827_191935_544.flac,47.0,neg,time_near
1705_20170827_191935_544.flac,49.0,neg,time_near
1705_20170827_191935_544.flac,51.0,neg,time_near
1705_20170827_191935_544.flac,53.0,neg,time_near
1705_20170827_191935_544.flac,55.0,neg,time_near
1705_20170827_191935_544.flac,57.0,neg,time_near
1705_20170827_191935_544.flac,59.0,neg,time_near
1705_20170827_203835_544.flac,5.0,neg,time_near
1705_20170827_203835_544.flac,7.0,neg,time_near
1705_20170827_203835_544.flac,9.0,neg,time_near
1705_20170827_203835_544.flac,11.0,neg,time_near
1705_20170827_203835_544.flac,13.0,neg,time_near
1705_20170827_203835_544.flac,15.0,neg,time_near
1705_20170827_203835_544.flac,17.0,neg,time_near
1705_20170827_203835_544.flac,19.0,neg,time_near
1705_20170827_203835_544.flac,21.0,neg,time_near
1705_20170827_203835_544.flac,23.0,neg,time_near
1705_20170827_203835_544.flac,25.0,neg,time_near
1705_20170827_203835_544.flac,27.0,neg,time_near
1705_20170827_203835_544.flac,29.0,neg,time_near
1705_20170827_203835_544.flac,31.0,neg,time_near
1705_20170827_203835_544.flac,33.0,neg,time_near
1705_20170827_203835_544.flac,35.0,neg,time_near
1705_20170827_203835_544.flac,37.0,neg,time_near
1705_20170827_203835_544.flac,39.0,neg,time_near
1705_20170827_203835_544.flac,41.0,neg,time_near
1705_20170827_203835_544.flac,43.0,neg,time_near
1705_20170827_203835_544.flac,45.0,neg,time_near
1705_20170827_203835_544.flac,47.0,neg,time_near
1705_20170827_203835_544.flac,49.0,neg,time_near
1705_20170827_203835_544.flac,51.0,neg,time_near
1705_20170827_203835_544.flac,53.0,neg,time_near
1705_20170827_203835_544.flac,55.0,neg,time_near
1705_20170827_203835_544.flac,57.0,neg,time_near
1705_20170827_203835_544.flac,59.0,neg,time_near
1705_20170827_203835_544.flac,5.0,nan,time_near
1705_20170827_203835_544.flac,7.0,nan,time_near
1705_20170827_203835_544.flac,9.0,nan,time_near
1705_20170827_203835_544.flac,11.0,nan,time_near
1705_20170827_203835_544.flac,13.0,nan,time_near
1705_20170827_203835_544.flac,15.0,nan,time_near
1705_20170827_203835_544.flac,17.0,nan,time_near
1705_20170827_203835_544.flac,19.0,nan,time_near
1705_20170827_203835_544.flac,21.0,nan,time_near
1705_20170827_203835_544.flac,23.0,nan,time_near
1705_20170827_203835_544.flac,25.0,nan,time_near
1705_20170827_203835_544.flac,27.0,nan,time_near
1705_20170827_203835_544.flac,29.0,nan,time_near
1705_20170827_203835_544.flac,31.0,nan,time_near
1705_20170827_203835_544.flac,33.0,nan,time_near
1705_20170827_203835_544.flac,35.0,nan,time_near
1705_20170827_203835_544.flac,37.0,nan,time_near
1705_20170827_203835_544.flac,39.0,nan,time_near
1705_20170827_203835_544.flac,41.0,nan,time_near
1705_20170827_203835_544.flac,43.0,nan,time_near
1705_20170827_203835_544.flac,45.0,nan,time_near
1705_20170827_203835_544.flac,47.0,nan,time_near
1705_20170827_203835_544.flac,49.0,nan,time_near
1705_20170827_203835_544.flac,51.0,nan,time_near
1705_20170827_203835_544.flac,53.0,nan,time_near
1705_20170827_203835_544.flac,55.0,nan,time_near
1705_20170827_203835_544.flac,57.0,nan,time_near
1705_20170827_203835_544.flac,59.0,nan,time_near
1705_20170827_210335_544.flac,5.0,pos,time_near
1705_20170827_210335_544.flac,7.0,pos,time_near
1705_20170827_210335_544.flac,9.0,pos,time_near
1705_20170827_210335_544.flac,11.0,pos,time_near
1705_20170827_210335_544.flac,13.0,pos,time_near
1705_20170827_210335_544.flac,15.0,pos,time_near
1705_20170827_210335_544.flac,17.0,pos,time_near
1705_20170827_210335_544.flac,19.0,pos,time_near
1705_20170827_210335_544.flac,21.0,pos,time_near
1705_20170827_210335_544.flac,23.0,pos,time_near
1705_20170827_210335_544.flac,25.0,pos,time_near
1705_20170827_210335_544.flac,27.0,pos,time_near
1705_20170827_210335_544.flac,29.0,pos,time_near
1705_20170827_210335_544.flac,31.0,pos,time_near
1705_20170827_210335_544.flac,33.0,pos,time_near
1705_20170827_210335_544.flac,35.0,pos,time_near
1705_20170827_210335_544.flac,37.0,pos,time_near
1705_20170827_210335_544.flac,39.0,pos,time_near
1705_20170827_210335_544.flac,41.0,pos,time_near
1705_20170827_210335_544.flac,43.0,pos,time_near
1705_20170827_210335_544.flac,45.0,pos,time_near
1705_20170827_210335_544.flac,47.0,pos,time_near
1705_20170827_210335_544.flac,49.0,pos,time_near
1705_20170827_210335_544.flac,51.0,pos,time_near
1705_20170827_210335_544.flac,53.0,pos,time_near
1705_20170827_210335_544.flac,55.0,pos,time_near
1705_20170827_210335_544.flac,57.0,pos,time_near
1705_20170827_210335_544.flac,59.0,pos,time_near
1705_20170827_210335_544.flac,5.0,neg,time_near
1705_20170827_210335_544.flac,7.0,neg,time_near
1705_20170827_210335_544.flac,9.0,neg,time_near
1705_20170827_210335_544.flac,11.0,neg,time_near
1705_20170827_210335_544.flac,13.0,neg,time_near
1705_20170827_210335_544.flac,15.0,neg,time_near
1705_20170827_210335_544.flac,17.0,neg,time_near
1705_20170827_210335_544.flac,19.0,neg,time_near
1705_20170827_210335_544.flac,21.0,neg,time_near
1705_20170827_210335_544.flac,23.0,neg,time_near
1705_20170827_210335_544.flac,25.0,neg,time_near
1705_20170827_210335_544.flac,27.0,neg,time_near
1705_20170827_210335_544.flac,29.0,neg,time_near
1705_20170827_210335_544.flac,31.0,neg,time_near
1705_20170827_210335_544.flac,33.0,neg,time_near
1705_20170827_210335_544.flac,35.0,neg,time_near
1705_20170827_210335_544.flac,37.0,neg,time_near
1705_20170827_210335_544.flac,39.0,neg,time_near
1705_20170827_210335_544.flac,41.0,neg,time_near
1705_20170827_210335_544.flac,43.0,neg,time_near
1705_20170827_210335_544.flac,45.0,neg,time_near
1705_20170827_210335_544.flac,47.0,neg,time_near
1705_20170827_210335_544.flac,49.0,neg,time_near
1705_20170827_210335_544.flac,51.0,neg,time_near
1705_20170827_210335_544.flac,53.0,neg,time_near
1705_20170827_210335_544.flac,55.0,neg,time_near
1705_20170827_210335_544.flac,57.0,neg,time_near
1705_20170827_210335_544.flac,59.0,neg,time_near
1705_20170827_225635_544.flac,5.0,nan,time_near
1705_20170827_225635_544.flac,7.0,nan,time_near
1705_20170827_225635_544.flac,9.0,nan,time_near
1705_20170827_225635_544.flac,11.0,nan,time_near
1705_20170827_225635_544.flac,13.0,nan,time_near
1705_20170827_225635_544.flac,15.0,nan,time_near
1705_20170827_225635_544.flac,17.0,nan,time_near
1705_20170827_225635_544.flac,19.0,nan,time_near
1705_20170827_225635_544.flac,21.0,nan,time_near
1705_20170827_225635_544.flac,23.0,nan,time_near
1705_20170827_225635_544.flac,25.0,nan,time_near
1705_20170827_225635_544.flac,27.0,nan,time_near
1705_20170827_225635_544.flac,29.0,nan,time_near
1705_20170827_225635_544.flac,31.0,nan,time_near
1705_20170827_225635_544.flac,33.0,nan,time_near
1705_20170827_225635_544.flac,35.0,nan,time_near
1705_20170827_225635_544.flac,37.0,nan,time_near
1705_20170827_225635_544.flac,39.0,nan,time_near
1705_20170827_225635_544.flac,41.0,nan,time_near
1705_20170827_225635_544.flac,43.0,nan,time_near
1705_20170827_225635_544.flac,45.0,nan,time_near
1705_20170827_225635_544.flac,47.0,nan,time_near
1705_20170827_225635_544.flac,49.0,nan,time_near
1705_20170827_225635_544.flac,51.0,nan,time_near
1705_20170827_225635_544.flac,53.0,nan,time_near
1705_20170827_225635_544.flac,55.0,nan,time_near
1705_20170827_225635_544.flac,57.0,nan,time_near
1705_20170827_225635_544.flac,59.0,nan,time_near
1705_20170827_225635_544.flac,5.0,neg,time_near
1705_20170827_225635_544.flac,7.0,neg,time_near
1705_20170827_225635_544.flac,9.0,neg,time_near
1705_20170827_225635_544.flac,11.0,neg,time_near
1705_20170827_225635_544.flac,13.0,neg,time_near
1705_20170827_225635_544.flac,15.0,neg,time_near
1705_20170827_225635_544.flac,17.0,neg,time_near
1705_20170827_225635_544.flac,19.0,neg,time_near
1705_20170827_225635_544.flac,21.0,neg,time_near
1705_20170827_225635_544.flac,23.0,neg,time_near
1705_20170827_225635_544.flac,25.0,neg,time_near
1705_20170827_225635_544.flac,27.0,neg,time_near
1705_20170827_225635_544.flac,29.0,neg,time_near
1705_20170827_225635_544.flac,31.0,neg,time_near
1705_20170827_225635_544.flac,33.0,neg,time_near
1705_20170827_225635_544.flac,35.0,neg,time_near
1705_20170827_225635_544.flac,37.0,neg,time_near
1705_20170827_225635_544.flac,39.0,neg,time_near
1705_20170827_225635_544.flac,41.0,neg,time_near
1705_20170827_225635_544.flac,43.0,neg,time_near
1705_20170827_225635_544.flac,45.0,neg,time_near
1705_20170827_225635_544.flac,47.0,neg,time_near
1705_20170827_225635_544.flac,49.0,neg,time_near
1705_20170827_225635_544.flac,51.0,neg,time_near
1705_20170827_225635_544.flac,53.0,neg,time_near
1705_20170827_225635_544.flac,55.0,neg,time_near
1705_20170827_225635_544.flac,57.0,neg,time_near
1705_20170827_225635_544.flac,59.0,neg,time_near
1705_20170827_225635_544.flac,5.0,pos,time_near
1705_20170827_225635_544.flac,7.0,pos,time_near
1705_20170827_225635_544.flac,9.0,pos,time_near
1705_20170827_225635_544.flac,11.0,pos,time_near
1705_20170827_225635_544.flac,13.0,pos,time_near
1705_20170827_225635_544.flac,15.0,pos,time_near
1705_20170827_225635_544.flac,17.0,pos,time_near
1705_20170827_225635_544.flac,19.0,pos,time_near
1705_20170827_225635_544.flac,21.0,pos,time_near
1705_20170827_225635_544.flac,23.0,pos,time_near
1705_20170827_225635_544.flac,25.0,pos,time_near
1705_20170827_225635_544.flac,27.0,pos,time_near
1705_20170827_225635_544.flac,29.0,pos,time_near
1705_20170827_225635_544.flac,31.0,pos,time_near
1705_20170827_225635_544.flac,33.0,pos,time_near
1705_20170827_225635_544.flac,35.0,pos,time_near
1705_20170827_225635_544.flac,37.0,pos,time_near
1705_20170827_225635_544.flac,39.0,pos,time_near
1705_20170827_225635_544.flac,41.0,pos,time_near
1705_20170827_225635_544.flac,43.0,pos,time_near
1705_20170827_225635_544.flac,45.0,pos,time_near
1705_20170827_225635_544.flac,47.0,pos,time_near
1705_20170827_225635_544.flac,49.0,pos,time_near
1705_20170827_225635_544.flac,51.0,pos,time_near
1705_20170827_225635_544.flac,53.0,pos,time_near
1705_20170827_225635_544.flac,55.0,pos,time_near
1705_20170827_225635_544.flac,57.0,pos,time_near
1705_20170827_225635_544.flac,59.0,pos,time_near
1705_20170828_012335_544.flac,5.0,neg,time_near
1705_20170828_012335_544.flac,7.0,neg,time_near
1705_20170828_012335_544.flac,9.0,neg,time_near
1705_20170828_012335_544.flac,11.0,neg,time_near
1705_20170828_012335_544.flac,13.0,neg,time_near
1705_20170828_012335_544.flac,15.0,neg,time_near
1705_20170828_012335_544.flac,17.0,neg,time_near
1705_20170828_012335_544.flac,19.0,neg,time_near
1705_20170828_012335_544.flac,21.0,neg,time_near
1705_20170828_012335_544.flac,23.0,neg,time_near
1705_20170828_012335_544.flac,25.0,neg,time_near
1705_20170828_012335_544.flac,27.0,neg,time_near
1705_20170828_012335_544.flac,29.0,neg,time_near
1705_20170828_012335_544.flac,31.0,neg,time_near
1705_20170828_012335_544.flac,33.0,neg,time_near
1705_20170828_012335_544.flac,35.0,neg,time_near
1705_20170828_012335_544.flac,37.0,neg,time_near
1705_20170828_012335_544.flac,39.0,neg,time_near
1705_20170828_012335_544.flac,41.0,neg,time_near
1705_20170828_012335_544.flac,43.0,neg,time_near
1705_20170828_012335_544.flac,45.0,neg,time_near
1705_20170828_012335_544.flac,47.0,neg,time_near
1705_20170828_012335_544.flac,49.0,neg,time_near
1705_20170828_012335_544.flac,51.0,neg,time_near
1705_20170828_012335_544.flac,53.0,neg,time_near
1705_20170828_012335_544.flac,55.0,neg,time_near
1705_20170828_012335_544.flac,57.0,neg,time_near
1705_20170828_012335_544.flac,59.0,neg,time_near
1705_20170828_012335_544.flac,5.0,nan,time_near
1705_20170828_012335_544.flac,7.0,nan,time_near
1705_20170828_012335_544.flac,9.0,nan,time_near
1705_20170828_012335_544.flac,11.0,nan,time_near
1705_20170828_012335_544.flac,13.0,nan,time_near
1705_20170828_012335_544.flac,15.0,nan,time_near
1705_20170828_012335_544.flac,17.0,nan,time_near
1705_20170828_012335_544.flac,19.0,nan,time_near
1705_20170828_012335_544.flac,21.0,nan,time_near
1705_20170828_012335_544.flac,23.0,nan,time_near
1705_20170828_012335_544.flac,25.0,nan,time_near
1705_20170828_012335_544.flac,27.0,nan,time_near
1705_20170828_012335_544.flac,29.0,nan,time_near
1705_20170828_012335_544.flac,31.0,nan,time_near
1705_20170828_012335_544.flac,33.0,nan,time_near
1705_20170828_012335_544.flac,35.0,nan,time_near
1705_20170828_012335_544.flac,37.0,nan,time_near
1705_20170828_012335_544.flac,39.0,nan,time_near
1705_20170828_012335_544.flac,41.0,nan,time_near
1705_20170828_012335_544.flac,43.0,nan,time_near
1705_20170828_012335_544.flac,45.0,nan,time_near
1705_20170828_012335_544.flac,47.0,nan,time_near
1705_20170828_012335_544.flac,49.0,nan,time_near
1705_20170828_012335_544.flac,51.0,nan,time_near
1705_20170828_012335_544.flac,53.0,nan,time_near
1705_20170828_012335_544.flac,55.0,nan,time_near
1705_20170828_012335_544.flac,57.0,nan,time_near
1705_20170828_012335_544.flac,59.0,nan,time_near
1705_20170831_165001_604.flac,5.0,neg,time_near
1705_20170831_165001_604.flac,7.0,neg,time_near
1705_20170831_165001_604.flac,9.0,neg,time_near
1705_20170831_165001_604.flac,11.0,neg,time_near
1705_20170831_165001_604.flac,13.0,neg,time_near
1705_20170831_165001_604.flac,15.0,neg,time_near
1705_20170831_165001_604.flac,17.0,neg,time_near
1705_20170831_165001_604.flac,19.0,neg,time_near
1705_20170831_165001_604.flac,21.0,neg,time_near
1705_20170831_165001_604.flac,23.0,neg,time_near
1705_20170831_165001_604.flac,25.0,neg,time_near
1705_20170831_165001_604.flac,27.0,neg,time_near
1705_20170831_165001_604.flac,29.0,neg,time_near
1705_20170831_165001_604.flac,31.0,neg,time_near
1705_20170831_165001_604.flac,33.0,neg,time_near
1705_20170831_165001_604.flac,35.0,neg,time_near
1705_20170831_165001_604.flac,37.0,neg,time_near
1705_20170831_165001_604.flac,39.0,neg,time_near
1705_20170831_165001_604.flac,41.0,neg,time_near
1705_20170831_165001_604.flac,43.0,neg,time_near
1705_20170831_165001_604.flac,45.0,neg,time_near
1705_20170831_165001_604.flac,47.0,neg,time_near
1705_20170831_165001_604.flac,49.0,neg,time_near
1705_20170831_165001_604.flac,51.0,neg,time_near
1705_20170831_165001_604.flac,53.0,neg,time_near
1705_20170831_165001_604.flac,55.0,neg,time_near
1705_20170831_165001_604.flac,57.0,neg,time_near
1705_20170831_165001_604.flac,59.0,neg,time_near
1705_20170831_165001_604.flac,5.0,nan,time_near
1705_20170831_165001_604.flac,7.0,nan,time_near
1705_20170831_165001_604.flac,9.0,nan,time_near
1705_20170831_165001_604.flac,11.0,nan,time_near
1705_20170831_165001_604.flac,13.0,nan,time_near
